id,incident_id,operator_id,region_id,raw_data_id,title,description,status,severity,start_time,end_time,estimated_fix_time,location,latitude,longitude,affected_services,created_at,updated_at,place
930,INCSE0497455,1,1,2482,"{""sv"": ""INCSE0497455"", ""en"": ""INCSE0497455""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03T17:10:00+01:00,2026-03-04T23:59:00,2026-03-04T23:59:00,Stockholms län,59.3542951457084,18.103939675190897,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FFW9433+PH
931,INCSE0497535,1,1,2483,"{""sv"": ""INCSE0497535"", ""en"": ""INCSE0497535""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03T17:32:00+01:00,2026-03-04T23:59:00,2026-03-04T23:59:00,Stockholms län,59.34124690631181,18.00889645546138,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FFW82R5+FH
932,INCSE0497560,1,1,2484,"{""sv"": ""INCSE0497560"", ""en"": ""INCSE0497560""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03T17:47:00+01:00,2026-03-04T23:59:00,2026-03-04T23:59:00,Stockholms län,59.30351755925093,18.018282478369244,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FFW8239+C8
933,INCSE0497613,1,1,2485,"{""sv"": ""INCSE0497613"", ""en"": ""INCSE0497613""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03T18:18:00+01:00,2026-03-04T23:59:00,2026-03-04T23:59:00,Stockholms län,59.34885159811528,18.070749213302836,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FFW83XC+G7
934,INCSE0497631,1,1,2486,"{""sv"": ""INCSE0497631"", ""en"": ""INCSE0497631""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03T18:30:00+01:00,2026-03-04T23:59:00,2026-03-04T23:59:00,Stockholms län,59.33826565555367,18.017520243161446,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FFW82Q9+82
935,INCSE0497647,1,1,2487,"{""sv"": ""INCSE0497647"", ""en"": ""INCSE0497647""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03T18:35:00+01:00,2026-03-04T23:59:00,2026-03-04T23:59:00,Stockholms län,59.30079284849217,18.046955921089047,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FFW822W+8Q
936,INCSE0497590,1,21,2490,"{""sv"": ""INCSE0497590"", ""en"": ""INCSE0497590""}","{""sv"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster."", ""en"": ""You may currently experience mobile network disruptions affecting calls, data, and other mobile services.""}",resolved,medium,2026-03-03 17:04:00.000000,2026-03-03 17:11:00.000000,2026-03-04 18:33:00.000000,Södermanlands län,59.3420625,16.5105625,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26," 8GR6+R6 Eskilstuna, Sverige"
937,INCSE0489496,1,15,2498,"{""sv"": ""INCSE0489496"", ""en"": ""INCSE0489496""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-02 08:58:00.000000,2026-03-06 16:00:00.000000,2026-03-06 15:00:00.000000,Dalarnas län,60.28380735533898,14.955662077156813,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FGP7XM4+G7
938,INCSE0489082,1,13,2502,"{""sv"": ""INCSE0489082"", ""en"": ""INCSE0489082""}","{""sv"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster."", ""en"": ""You may currently experience mobile network disruptions affecting calls, data, and other mobile services.""}",resolved,medium,2026-03-02 07:52:00.000000,2026-03-09 17:06:00.000000,2026-03-07 16:07:00.000000,Örebro län,58.814715,15.071911,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FCQR37C+VQ
939,INCSE0487582,1,1,2503,"{""sv"": ""INCSE0487582"", ""en"": ""INCSE0487582""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-02-28T10:12:34+01:00,2026-03-09 13:00:00.000000,2026-03-09T13:00:00+01:00,Stockholms län,59.25535160094407,18.02719116461862,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FFW724G+4V
940,INCSE0488234,1,4,2504,"{""sv"": ""INCSE0488234"", ""en"": ""INCSE0488234""}","{""sv"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster."", ""en"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster.""}",resolved,medium,2026-03-01T07:53:34+01:00,2026-03-09 16:35:00.000000,2026-04-10T18:35:28+01:00,Uppsala län,59.70309199957117,17.535552980958112,"[""4g""]",2026-03-03T20:28:54.835265,2026-04-10 08:10:42.253225," Malma Stenväg 5, 756 45, Sverige"
941,INCSE0492288,1,21,2506,"{""sv"": ""INCSE0492288"", ""en"": ""INCSE0492288""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-02 17:02:00.000000,2026-03-11 18:40:00.000000,2026-03-11 17:40:00.000000,Södermanlands län,59.34816433993594,16.512094030138197,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FFR8GX6+7R
942,INCSE0479755,1,1,2509,"{""sv"": ""INCSE0479755"", ""en"": ""INCSE0479755""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-02-21T05:06:40+01:00,2026-03-19 15:57:00.000000,2026-03-19T15:57:41+01:00,Vaxholms,59.38428307824135,18.30734253184196,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 16:55:46.693923,9FFW98M4+PW
943,INCSE0492732,1,15,,"{""sv"": ""INCSE0492732"", ""en"": ""INCSE0492732""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03 04:06:00.000000,2026-03-06 06:30:00.000000,2026-03-04 04:04:00.000000,Dalarnas län,61.625053,12.495207,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FHJJFGW+23
944,INCSE0486613,1,16,,"{""sv"": ""INCSE0486613"", ""en"": ""INCSE0486613""}","{""sv"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster."", ""en"": ""You may currently experience mobile network disruptions affecting calls, data, and other mobile services.""}",resolved,medium,2026-02-27 09:39:00.000000,2026-03-04 11:59:00.000000,2026-03-04 07:19:00.000000,Gävleborgs län,61.107516,16.18285,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FHR455M+24
945,INCSE0495481,1,15,,"{""sv"": ""INCSE0495481"", ""en"": ""INCSE0495481""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03 11:33:00.000000,2026-03-04 05:21:00.000000,2026-03-04 11:38:00.000000,Dalarnas län,60.910502,15.978847,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FGQWX6H+6G
946,INCSE0480739,1,17,,"{""sv"": ""INCSE0480739"", ""en"": ""INCSE0480739""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt.""}",resolved,medium,2026-02-22 18:43:00.000000,2026-03-10 15:00:00.000000,2026-03-20 15:00:00.000000,Västernorrlands län,62.2423125,17.285562499999997,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-20 16:53:19,9FJV67RP+W6
947,INCSE0496851,1,15,,"{""sv"": ""INCSE0496851"", ""en"": ""INCSE0496851""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03 14:41:00.000000,2026-03-04 09:43:00.000000,2026-03-04 14:39:00.000000,Dalarnas län,60.91077143681277,14.61316271172676,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FGPWJ67+87
948,INCSE0496983,1,15,,"{""sv"": ""INCSE0496983"", ""en"": ""INCSE0496983""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03 14:59:00.000000,2026-03-04 05:21:00.000000,2026-03-04 14:57:00.000000,Dalarnas län,60.65042364574482,14.89233511353751,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FGPMV2R+5W
949,INCSE0496990,1,16,,"{""sv"": ""INCSE0496990"", ""en"": ""INCSE0496990""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03 15:00:00.000000,2026-03-04 09:45:00.000000,2026-03-04 14:58:00.000000,Gävleborgs län,61.27233,16.033219,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FHR72CM+W7
950,INCSE0487516,1,15,,"{""sv"": ""INCSE0487516"", ""en"": ""INCSE0487516""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-02-28 04:04:00.000000,2026-03-04 16:00:00.000000,2026-03-04 15:00:00.000000,Dalarnas län,61.614558243382525,12.504623219872807,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FHJJG73+RR
951,INCSE0497077,1,15,,"{""sv"": ""INCSE0497077"", ""en"": ""INCSE0497077""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03 15:10:00.000000,2026-03-04 09:39:00.000000,2026-03-04 15:08:00.000000,Dalarnas län,61.175533,14.854857,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FHP5VG3+6W
952,INCSE0497183,1,16,,"{""sv"": ""INCSE0497183"", ""en"": ""INCSE0497183""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03 15:23:00.000000,2026-03-04 09:43:00.000000,2026-03-04 15:21:00.000000,Gävleborgs län,60.773744191388104,17.01330915574044,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FGVQ2F7+F8
953,INCSE0497328,1,17,,"{""sv"": ""INCSE0497328"", ""en"": ""INCSE0497328""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03 14:44:00.000000,2026-03-04 08:41:00.000000,2026-03-04 14:42:00.000000,Västernorrlands län,62.559445,17.615634,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FJVHJ58+Q7
954,INCSE0497337,1,2,,"{""sv"": ""INCSE0497337"", ""en"": ""INCSE0497337""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03 15:45:00.000000,2026-03-04 09:39:00.000000,2026-03-04 15:43:00.000000,Västra Götalands län,59.28274,12.169385,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FFJ75M9+3Q
955,INCSE0497495,1,17,,"{""sv"": ""INCSE0497495"", ""en"": ""INCSE0497495""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03 15:17:00.000000,2026-03-03 10:45:00.000000,2026-03-04 15:15:00.000000,Västernorrlands län,62.425416,17.267686,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FJVC7G9+53
956,INCSE0497668,1,15,,"{""sv"": ""INCSE0497668"", ""en"": ""INCSE0497668""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03 16:45:00.000000,2026-03-04 08:29:00.000000,2026-03-04 16:43:00.000000,Dalarnas län,61.89891,12.85014,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-20 19:39:48,"VVX2+G3, 797 92 Gränjåsvallen, Sverige"
957,INCSE0496629,1,15,,"{""sv"": ""INCSE0496629"", ""en"": ""INCSE0496629""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03 14:16:00.000000,2026-03-04 09:51:00.000000,2026-03-04 18:58:00.000000,Dalarnas län,61.064443,12.791693,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FHJ3Q7R+QM
958,INCSE0497740,1,17,,"{""sv"": ""INCSE0497740"", ""en"": ""INCSE0497740""}","{""sv"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster."", ""en"": ""You may currently experience mobile network disruptions affecting calls, data, and other mobile services.""}",resolved,medium,2026-03-03 19:00:00.000000,2026-03-03 20:17:00.000000,2026-03-04 19:03:00.000000,Västernorrlands län,62.434551,17.537224,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FJVCGMP+RV
959,INCSE0497743,1,17,,"{""sv"": ""INCSE0497743"", ""en"": ""INCSE0497743""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03 19:12:00.000000,2026-03-03 17:23:00.000000,2026-03-04 19:10:00.000000,Västernorrlands län,62.446373,17.335781,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FJVC8WP+G8
960,INCSE0490514,1,16,,"{""sv"": ""INCSE0490514"", ""en"": ""INCSE0490514""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-02 10:25:00.000000,2026-03-04 15:11:00.000000,2026-03-06 13:41:00.000000,Gävleborgs län,61.762955,16.040603,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FHRQ27R+56
961,INCSE0477242,1,16,,"{""sv"": ""INCSE0477242"", ""en"": ""INCSE0477242""}","{""sv"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster."", ""en"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster.""}",resolved,medium,2026-02-19T05:03:51+01:00,2026-03-06 16:39:00.000000,2026-03-24T16:00:00+01:00,Gävleborgs län,60.67048795830368,17.118072512144494,"[""4g""]",2026-03-03T20:28:54.835265,2026-03-23 11:34:26.830747,9FGVM4C9+56
962,INCSE0493344,1,20,,"{""sv"": ""INCSE0493344"", ""en"": ""INCSE0493344""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03 06:52:00.000000,2026-03-04 23:51:00.000000,2026-03-07 09:50:00.000000,Norrbottens län,65.2788125,20.834812499999998,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26," 7RHM+GW Selet, Sverige"
963,INCSE0488927,1,16,,"{""sv"": ""INCSE0488927"", ""en"": ""INCSE0488927""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-02 05:16:00.000000,2026-03-10 07:15:00.000000,2026-03-09 07:45:00.000000,Gävleborgs län,60.6761964,17.1198841,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-20 19:36:09,"Lasarettsvägen 1, 803 24, Sverige"
964,INCSE0487518,1,16,,"{""sv"": ""INCSE0487518"", ""en"": ""INCSE0487518""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-02-28 04:13:00.000000,2026-03-04 16:45:00.000000,2026-03-09 12:00:00.000000,Gävleborgs län,61.46963774673776,16.377231199827968,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FHRF99G+VV
965,INCSE0487903,1,18,,"{""sv"": ""INCSE0487903"", ""en"": ""INCSE0487903""}","{""sv"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster."", ""en"": ""You may currently experience mobile network disruptions affecting calls, data, and other mobile services.""}",resolved,medium,2026-03-01 22:02:00.000000,2026-03-09 17:27:00.000000,2026-03-09 16:27:00.000000,Jämtlands län,63.15065707814321,14.683673236388744,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FMP5M2M+7F
966,INCSE0487210,1,16,,"{""sv"": ""INCSE0487210"", ""en"": ""INCSE0487210""}","{""sv"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster."", ""en"": ""You may currently experience mobile network disruptions affecting calls, data, and other mobile services.""}",resolved,medium,2026-02-27 13:47:00.000000,2026-03-10 07:15:00.000000,2026-03-10 06:15:00.000000,Gävleborgs län,60.675542,17.116975,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9FGVM4G8+6Q
967,INCSE0492394,1,,,"{""sv"": ""INCSE0492394"", ""en"": ""INCSE0492394""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt.""}",active,medium,2026-03-02T19:58:38+01:00,,,Unknown,62.8332080154291,17.13867187738573,"[""4g""]",2026-03-03T20:28:54.835265,2026-05-12T18:02:15.899362," 2G2W+GV Sel, Sverige"
968,INCSE0487921,1,15,,"{""sv"": ""INCSE0487921"", ""en"": ""INCSE0487921""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt.""}",resolved,medium,2026-02-28T21:36:44+01:00,2026-03-13 11:12:00.000000,2026-03-26T16:00:00+01:00,Nordanstigs,62.1731955233182,16.743164064833024,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26," G5FG+QX Rösåsen, Sverige"
969,INCSE0496993,1,19,,"{""sv"": ""INCSE0496993"", ""en"": ""INCSE0496993""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""We are currently experiencing a service disruption that may affect your services in the area. Our technicians are working to resolve it as soon as possible.""}",resolved,medium,2026-03-03 15:00:00.000000,2026-03-04 07:51:00.000000,2026-03-03 22:58:00.000000,Västerbottens län,63.699312,20.322432,"[""4g"", ""5g""]",2026-03-03T20:28:54.835265,2026-03-19 11:09:26,9GM2M8XC+PX
